7940,Abilities United, 525 East Charleston Road Palo Alto CA 94306 tel: (650) 494-0550 fax: (650) 855-9710 : 94-1546643 ,http://abilitiesunited.org,3 stars,$6406304,Human Services,Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7940,info@abilitiesunited.org
14731,The Abraham Lincoln Foundation, 140 South Broad Street Philadelphia PA 19102 tel: (215) 587-6455 fax: (215) 851-8789 : 23-2822856 ,http://www.ulheritagecenter.org/the-abraham-lincoln-foundation/alf-overview/,3 stars,$1424809,Arts Culture Humanities,Libraries Historical Societies and Landmark Preservation,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14731,foundations@unionleague.org
13578,Academy Art Museum, 106 South Street Easton MD 21601 tel: (410) 822-2787 fax: (410) 822-5997 : 52-6051766 ,http://www.academyartmuseum.org/,3 stars,$1306318,Arts Culture Humanities,Museums,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13578,bjones@academyartmuseum.org
5705,Academy of Achievement, 1222 Sixteenth Street NW Washington DC 20036 tel: (202) 887-0000 fax: (202) 887-0400 : 75-6042129 ,http://www.achievement.org,3 stars,$2532291,Education,Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5705,editor_1@achievement.org
9256,Academy of American Poets, 75 Maiden Lane Suite 901 New York NY 10038 tel: (212) 274-0343 fax: (212) 274-9427 : 13-1879953,http://www.poets.org,3 stars,$2176958,Arts Culture Humanities,Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9256,membership@poets.org
14729,Academy of Hope Adult Public Charter School, 601 Edgewood Street NE Suite 25 Washington DC 20017 tel: (202) 269-6623 fax: (202) 269-6632 : 52-1730021,http://aohdc.org/,3 stars,$1296178,Education,Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14729,aoh@aohdc.org
6064,Academy of Vocal Arts, 1920 Spruce Street Philadelphia PA 19103 tel: (215) 735-1685 fax: (215) 732-2189 : 23-1352001 ,http://www.avaopera.com,3 stars,$5961308,Education,Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6064,info@avaopera.com
8965,Accelerate Brain Cancer Cure, 1717 Rhode Island Avenue NW Suite 700 Washington DC 20036 tel: (202) 419-3140 : 52-2320756 ,http://www.abc2.org,3 stars,$1897248,Health,Medical Research,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8965,info@abc2.org
10907,Accelerated Cure Project for Multiple Sclerosis, 460 Totten Pond Road Suite 420 Waltham MA 02451 tel: (781) 487-0008 fax: (781) 487-0009 : 04-3555864,http://www.acceleratedcure.org/,3 stars,$1988305,Health,Diseases Disorders and Disciplines,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10907,info@acceleratedcure.org
15263,ACCESS, 230 West Market Street Akron OH 44303 tel: (330) 376-0997 fax: (330) 535-0008 : 34-1395246 ,http://www.access-shelter.org/,3 stars,$1090990,Human Services,Homeless Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15263,info@access-shelter.org
12420,Accordia Global Health Foundation, 1101 14th Street NW Suite 801 Washington DC 20005 tel: (202) 534-1200 : 04-3774897 ,http://www.accordiafoundation.org,3 stars,$3492651,International,Development and Relief Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12420,programs@accordiafoundation.org
10383,Achievement Centers for Children & Families Foundation, 555 Northwest 4th Street Delray Beach FL 33444 tel: (561) 266-0003 fax: (561) 266-0013 : 65-1023099 ,http://www.achievementcentersfl.org/,3 stars,$1929719,Public Benefit,Fundraising Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10383,info@achievementcentersfl.org
11058,AchieveMpls, 111 Third Avenue South Suite 5 Minneapolis MN 55401 tel: (612) 455-1530 fax: (612) 455-1531 : 41-1425264,http://www.achievempls.org,3 stars,$2926101,Education,Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11058,info@achievempls.org
10407,Achilles International, 42 West 38th Street Suite 400 New York NY 10018 tel: (212) 354-0300 fax: (212) 354-3978 : 13-3318293,http://www.achillesinternational.org,3 stars,$2040975,Human Services,Multipurpose Human Service Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10407,info@achillesinternational.org
13579,ACLU Foundation of Maryland, 3600 Clipper Mill Road Suite 350 Baltimore MD 21211 tel: (410) 889-8555 : 23-7209538 ,http://www.aclu-md.org/,3 stars,$2316698,Public Benefit,Advocacy and Civil Rights,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13579,aclu@aclu-md.org
15108,ACLU of Michigan Foundation, 2966 Woodward Avenue Detroit MI 48201 tel: (313) 578-6800 : 23-7243421 null,http://www.aclumich.org/,3 stars,$2078885,Public Benefit,Advocacy and Civil Rights,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15108,action@aclumich.org
5766,Act Beyond, P.O. Box 860548 Plano TX 75086 tel: (469) 814-8222 fax: (469) 375-1794 : 27-1928559 ,http://www.beyond.org,3 stars,$4381925,Religion,Religious Activities,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5766,info@beyond.org
10825,Acterra, 3921 East Bayshore Road Palo Alto CA 94303 tel: (650) 962-9876 fax: (650) 962-8234 : 23-7064937 ,http://www.acterra.org,3 stars,$1586172,Environment,Environmental Protection and Conservation,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10825,membership@acterra.org
11020,Action for Healthy Kids, 600 W. Van Buren Blvd. Suite 720 Chicago IL 60607 tel: (800) 416-5136 fax: (312) 212-0098 : 47-0902020,http://www.actionforhealthykids.org/,3 stars,$3431402,Human Services,Youth Development Shelter and Crisis Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11020,info@actionforhealthykids.org
8247,Action on Smoking and Health, 701 4th Street NW Washington DC 20001 tel: (202) 659-4310 fax: (202) 289-7166 : 13-2603590 ,http://www.ash.org,3 stars,$2056251,Health,Treatment and Prevention Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8247,info@ash.org
6457,Actors and Others for Animals, 11523 Burbank Boulevard North Hollywood CA 91601 tel: (818) 755-6045 fax: (818) 755-6048 : 95-2783139 ,http://www.actorsandothers.com/,3 stars,$805567,Animals,Animal Rights Welfare and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6457,actorsandothers@sbcglobal.net
14377,Adaptive Sports Center, P.O. Box 1639 Crested Butte CO 81224 tel: (970) 349-5075 fax: (970) 349-2077 : 84-1063447 ,http://www.adaptivesports.org/,3 stars,$1760765,Human Services,Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14377,info@adaptivesports.org
9997,The Adirondack Council, 103 Hand Avenue Suite 3 Elizabethtown NY 12932 tel: (877) 873-2240 fax: (518) 873-6675 : 14-1594386,http://www.adirondackcouncil.org,3 stars,$1756150,Environment,Environmental Protection and Conservation,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9997,info@adirondackcouncil.org
10912,Adirondack Mountain Club, 814 Goggins Road Lake George NY 12845 tel: (518) 668-4447 fax: (518) 668-3746 : 15-0586270 ,http://www.adk.org,3 stars,$3539530,Environment,Environmental Protection and Conservation,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10912,info@adk.orgmembership@adk.org
3213,Adler Planetarium & Astronomy Museum, 1300 South Lake Shore Drive Chicago IL 60605 tel: (312) 322-0332 fax: (312) 583-0256 : 36-6210902 ,http://www.adlerplanetarium.org,3 stars,$15473274,Arts Culture Humanities,Museums,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3213,supportadler@adlerplanetarium.org
10444,Admiral Nimitz Foundation, 328 East Main Street Fredericksburg TX 78624 tel: (830) 997-8600 fax: (830) 997-8092 : 74-1492692 ,http://www.nimitzfoundation.org/,3 stars,$6921806,Arts Culture Humanities,Museums,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10444,Kaderli@nimitzfoundation.org
11882,Adopt A Pet.com, P.O. Box 7 Redondo Beach CA 90277 tel: (800) 728-3273 : 95-4761276 null,http://www.adoptapet.com,3 stars,$2164201,Animals,Animal Rights Welfare and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11882,info@AdoptaPet.com
10221,The Adoption Exchange, 14232 East Evans Avenue Aurora CO 80014 tel: (800) 451-5246 : 84-0793576 null,http://www.adoptex.org,3 stars,$4386792,Human Services,Children's and Family Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10221,info@adoptex.org
6574,Adventure Unlimited, 5201 South Quebec Street Greenwood Village CO 80111 tel: (888) 416-7348 fax: (303) 773-0291 : 43-0798771 ,http://www.adventureunlimited.org/,3 stars,$4311377,Human Services,Youth Development Shelter and Crisis Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6574,audbcommunity@adventureunlimited.org
13323,Advocates for Children of New Jersey, 35 Halsey Street Second Floor Newark NJ 07102 tel: (973) 643-3876 fax: (973) 643-9153 : 22-1695034,http://www.acnj.org/home.asp?uri=1000,3 stars,$1466027,Public Benefit,Research and Public Policy Institutions,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13323,advocates@acnj.org
6263,Advocates International, 9691 Main Street Suite D Fairfax VA 22031 tel: (703) 894-1084 fax: (703) 894-1074 : 54-1646669,http://www.advocatesinternational.org,3 stars,$381007,Public Benefit,Advocacy and Civil Rights,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6263,info@advocatesinternational.org
9504,Affirmations, 290 West Nine Mile Road Ferndale MI 48220 tel: (248) 398-7105 fax: (248) 541-1943 : 38-2882823 ,http://www.goaffirmations.org,3 stars,$1704438,Public Benefit,Advocacy and Civil Rights,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9504,info@GoAffirmations.org
14831,The African American Museum in Philadelphia, 701 Arch Street Philadelphia PA 19106 tel: (215) 574-0380 : 23-1941617 null,http://www.aampmuseum.org/,3 stars,$1770302,Arts Culture Humanities,Museums,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14831,info@aampmuseum.org
3219,African Wildlife Foundation, 1400 Sixteenth Street NW Suite 120 Washington DC 20036 tel: (888) 494-5354 fax: (202) 939-3332 : 52-0781390,http://www.awf.org,3 stars,$23975401,Animals,Wildlife Conservation,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3219,africanwildlife@awf.org
3220,Africare, 440 R Street NW Washington DC 20001 tel: (202) 462-3614 fax: (202) 387-1034 : 23-7116952 ,http://www.africare.org,3 stars,$60221407,International,Development and Relief Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3220,development@africare.org
11694,Afterschool Alliance, 1616 H Street NW Suite 820 Washington DC 20006 tel: (866) 543-7863 fax: (202) 347-2092 : 52-2275123,http://www.afterschoolalliance.org,3 stars,$3322512,Education,Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11694,info@afterschoolalliance.org
8074,After-School All-Stars, 5670 Wilshire Blvd Suite 620 Los Angeles CA 90036 tel: (323) 938-3232 fax: (323) 938-3210 : 95-4441208,http://www.afterschoolallstars.org/,3 stars,$3136931,Human Services,Youth Development Shelter and Crisis Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8074,info@as-as.org
15337,Agriculture Future of America, P.O. Box 414838 Kansas City MO 64141 tel: (888) 472-4232 fax: (816) 472-4239 : 43-1759425 ,http://www.agfuture.org/s/1342/start.aspx,3 stars,$2786987,Education,Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15337,afa@agfuture.org
9755,Agros International, 2225 Fourth Avenue Second Floor Seattle WA 98121 tel: (206) 528-1066 : 91-1276578 ,http://www.agros.org/,3 stars,$4012801,International,Development and Relief Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9755,info@agros.org
3223,Agudath Israel of America, 42 Broadway Suite 1400 New York NY 10004 tel: (212) 797-9000 : 13-5604164null,,3 stars,$21822991,Religion,Religious Activities,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3223,cfo@agudathisrael.org
9407,Aid For Friends, 12271 Townsend Road Philadelphia PA 19154 tel: (215) 464-2224 fax: (215) 464-2507 : 23-2072722 ,http://www.aidforfriends.org/,3 stars,$2781589,Human Services,Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9407,info@aidforfriends.org
5063,AIDS Action Committee of Massachusetts, 75 Amory Street Boston MA 02119 tel: (617) 437-6200 : 22-2707246 null,http://www.aac.org,3 stars,$13244176,Health,Diseases Disorders and Disciplines,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5063,info@aac.org
8535,AIDS Emergency Fund, 12 Grace Street Suite 300 San Francisco CA 94103 tel: (415) 558-6999 fax: (415) 558-6990 : 94-2922039,http://www.aef-sf.org/,3 stars,$2919606,Health,Patient and Family Support,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8535,cal.callahan@aef-sf.org
5707,AIDS Foundation Houston, 6260 Westpark Drive Suite 100 Houston TX 77057 tel: (713) 623-6796 fax: (713) 623-4029 : 76-0073661,http://www.aidshelp.org,3 stars,$6058054,Health,Diseases Disorders and Disciplines,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5707,info@afhouston.org
3224,AIDS Project Los Angeles, 611 South Kingsley Drive Los Angeles CA 90005 tel: (213) 201-1600 : 95-3842506 null,http://www.apla.org,3 stars,$16025473,Health,Diseases Disorders and Disciplines,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3224,info@apla.org
6492,Air Force Aid Society, 241 Eighteenth Street S Suite 202 Arlington VA 22202 tel: (800) 769-8951 fax: (703) 607-3022 : 54-1797281,http://www.afas.org/,3 stars,$20849244,Human Services,Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6492,dvosburg@afas.org
6890,Air Force Museum Foundation, P.O. Box 1903 Wright Patterson Air Force Base OH 45433 tel: (937) 258-1225 fax: (937) 258-3816 : 31-0668800 ,http://www.airforcemuseum.com,3 stars,$4541237,Arts Culture Humanities,Museums,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6890,friends@afmuseum.com
4993,Aish New York, 313 West 83rd Street New York NY 10024 tel: (212) 579-1388 fax: (212) 579-1387 : 13-3548993 ,http://www.aishcenter.com/,3 stars,$5663847,Religion,Religious Activities,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4993,ny@aish.com
8192,Akron-Canton Regional Foodbank, 350 Opportunity Parkway Akron OH 44307 tel: (330) 535-6900 fax: (330) 996-5337 : 34-1369388 ,http://www.akroncantonfoodbank.org,3 stars,$29169561,Human Services,Food Banks Food Pantries and Food Distribution,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8192,josie@akroncantonfoodbank.org
14799,Alabama Law Foundation, P.O. BOX 4129 Montgomery AL 36103 tel: (334) 387-1600 : 63-0951482 null,http://www.alabamalawfoundation.org/,3 stars,$1289843,Public Benefit,Fundraising Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14799,tdaniel@alfinc.org
5928,Alaska Conservation Foundation, 911 West Eighth Ave. Suite 300 Anchorage AK 99501 tel: (907) 276-1917 fax: (907) 274-4145 : 92-0061466,http://alaskaconservation.org/,3 stars,$4193663,Environment,Environmental Protection and Conservation,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5928,acfinfo@akcf.org
7132,Alaska Wilderness League, 122 C Street NW Suite 240 Washington DC 20001 tel: (202) 544-5205 fax: (202) 544-5197 : 52-1814742,http://www.alaskawild.org/,3 stars,$3199262,Environment,Environmental Protection and Conservation,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7132,membership@alaskawild.org
3227,The Alban Institute, 2121 Cooperative Way Suite 100 Herndon VA 20171 tel: (800) 486-1318 fax: (703) 964-0370 : 52-0992700,http://www.alban.org,3 stars,$2559440,Religion,Religious Activities,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3227,Funding@alban.org
9356,The Albert Schweitzer Fellowship, 109 Brookline Avenue 2nd Floor Boston MA 02215 tel: (617) 667-7028 fax: (617) 667-7989 : 13-1982786,http://www.schweitzerfellowship.org/,3 stars,$1481601,International,Development and Relief Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9356,info@schweitzerfellowship.org
6779,Albright-Knox Art Gallery, 1285 Elmwood Avenue Buffalo NY 14222 tel: (716) 270-8329 fax: (716) 882-1958 : 16-6001555 ,http://www.albrightknox.org,3 stars,$18510057,Arts Culture Humanities,Museums,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6779,info@albrightknox.org
10299,Albuquerque Academy, 6400 Wyoming Boulevard NE Albuquerque NM 87109 tel: (800) 711-5144 fax: (505) 828-3320 : 85-0129165 ,http://aa.edu,3 stars,$43283751,Education,Private Elementary and Secondary Schools,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10299,morgan@aa.edu
12095,Alexander Graham Bell Association for the Deaf and Hard of Hearing, 3417 Volta Place NW Washington DC 20007 tel: (202) 337-5220 fax: (202) 337-8314 : 53-0196644 ,http://www.agbell.org,3 stars,$2722861,Health,Diseases Disorders and Disciplines,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12095,info@agbell.org
11105,ALIVE!, 2723 King Street Alexandria  VA 22302 tel: (703) 837-9300 : 54-0914017 null,http://ALIVE-inc.org,3 stars,$1615962,Human Services,Children's and Family Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11105,info@alive-inc.org
10949,All About Developmental Disabilities, 1440 Dutch Valley Place Suite 200 Atlanta GA 30324 tel: (404) 881-9777 fax: (404) 881-0094 TTY: (800) 255-0056 ,http://www.aadd.org,3 stars,$2026759,Human Services,Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10949,give@aadd.org
7420,All Hands Raised, 2069 NE Hoyt Street Portland OR 97232 tel: (503) 234-5404 fax: (503) 234-5402 : 93-1149789 ,http://allhandsraised.org/,3 stars,$5911015,Education,Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7420,miranda@allhandsraised.org
8712,All Stars Helping Kids, 970 Main Street Redwood City CA 94063 tel: (650) 363-1395 fax: (650) 363-1194 : 77-0325111 ,http://www.allstarshelpingkids.org/,3 stars,$1319467,Public Benefit,Fundraising Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8712,judy@allstarshelpingkids.org
6739,All Stars Project, 543 West 42nd Street New York NY 10036 tel: (212) 941-9400 : 13-3148295 null,http://www.allstars.org/,3 stars,$6976811,Human Services,Youth Development Shelter and Crisis Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6739,jzak@allstars.org
8934,Allen-Stevenson School, 132 East 78th Street New York NY 10075 tel: (212) 933-5238 fax: (212) 288-6802 : 13-1623878 ,http://www.allen-stevenson.org,3 stars,$22796552,Education,Private Elementary and Secondary Schools,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8934,snadler@allen-stevenson.org
11118,Allentown Art Museum, 31 North Fifth Street Allentown PA 18101 tel: (610) 432-4333 fax: (610) 434-7409 : 23-1548101 ,http://www.allentownartmuseum.org,3 stars,$2443262,Arts Culture Humanities,Museums,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11118,askus@allentownartmuseum.org
10400,Allergy & Asthma Network Mothers of Asthmatics, 8201 Greensboro Drive Suite 300 McLean VA 22102 tel: (800) 878-4403 fax: (703) 573-7794 : 54-1357586,http://www.aanma.org/,3 stars,$1927358,Health,Diseases Disorders and Disciplines,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10400,info@aanma.org
5495,Alliance Defending Freedom, 15100 North 90th Street Scottsdale AZ 85260 tel: (800) 835-5233 fax: (480) 444-0025 : 54-1660459P.O. Box 53007,http://www.alliancedefensefund.org/,3 stars,$39891396,Public Benefit,Advocacy and Civil Rights,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5495,info@telladf.org
8961,Alliance for Aging Research, 1700 K Street NW Suite 740 Washington DC 20006 tel: (202) 293-2856 fax: (202) 785-8574 : 54-1379174,http://www.agingresearch.org/,3 stars,$1815806,Health,Medical Research,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8961,info@agingresearch.org
3231,Alliance for Education, 509 Olive Way Suite 500 Seattle WA 98101 tel: (206) 343-0449 fax: (206) 343-0455 : 91-1508191,http://www.alliance4ed.org,3 stars,$4240232,Education,Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3231,info@alliance4ed.org
6247,Alliance for Global Justice, 225 E. 26th St. Tucson AZ 85713 tel: (202) 544-9355 : 52-2094677 null,http://www.afgj.org,3 stars,$3308202,International,International Peace Security and Affairs,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6247,afgj@afgj.org
6298,Alliance for Lupus Research, 28 West 44th Street Suite 501 New York NY 10036 tel: (800) 867-1743 : 58-2492929 ,http://www.lupusresearch.org/index.html,3 stars,$10309069,Health,Medical Research,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6298,info@lupusresearch.org
11012,Alliance for School Choice, 1660 L Street NW Suite 1000 Washington DC 20036 tel: (202) 280-1971 fax: (202) 280-1989 : 52-2111508,http://www.allianceforschoolchoice.org,3 stars,$5218850,Education,Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11012,info@allianceforschoolchoice.org
13707,Alliance for Sustainable Colorado, 1536 Wynkoop Street 4a Denver CO 80202 tel: (303) 572-1536 fax: (303) 572-0032 : 42-1622670 ,http://www.sustainablecolorado.org/,3 stars,$4911942,Environment,Environmental Protection and Conservation,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13707,development@sustainablecolorado.org
